Customer_ID,Segment
CUST-30071,Discount_Seeker
CUST-30072,Regular
CUST-30073,One_Time_Buyer
CUST-30074,Regular
CUST-30075,Discount_Seeker
CUST-30076,Regular
CUST-30077,Regular
CUST-30078,Discount_Seeker
CUST-30079,Discount_Seeker
CUST-30080,Regular
CUST-30081,Regular
CUST-30082,One_Time_Buyer
CUST-30083,Regular
CUST-30084,Regular
CUST-30085,One_Time_Buyer
CUST-30086,One_Time_Buyer
CUST-30087,Regular
CUST-30088,Discount_Seeker
CUST-30089,One_Time_Buyer
CUST-30090,One_Time_Buyer
CUST-30091,Discount_Seeker
CUST-30092,Regular
CUST-30093,Regular
CUST-30094,Regular
CUST-30095,Discount_Seeker
CUST-30096,VIP
CUST-30097,Discount_Seeker
CUST-30098,Regular
CUST-30099,Regular
CUST-30100,One_Time_Buyer
CUST-30101,Regular
CUST-30102,VIP
CUST-30103,One_Time_Buyer
CUST-30104,VIP
CUST-30105,Discount_Seeker
CUST-30106,Discount_Seeker
CUST-30107,Regular
CUST-30108,One_Time_Buyer
CUST-30109,Discount_Seeker
CUST-30110,Regular
CUST-30111,VIP
CUST-30112,Regular
CUST-30113,One_Time_Buyer
CUST-30114,Regular
CUST-30115,Discount_Seeker
CUST-30116,Discount_Seeker
CUST-30117,Discount_Seeker
CUST-30118,VIP
CUST-30119,Regular
CUST-30120,Discount_Seeker
CUST-30121,Regular
CUST-30122,Regular
CUST-30123,VIP
CUST-30124,Regular
CUST-30125,One_Time_Buyer
CUST-30126,VIP
CUST-30127,Regular
CUST-30128,Regular
CUST-30129,Discount_Seeker
CUST-30130,Discount_Seeker
CUST-30131,Regular
CUST-30132,Discount_Seeker
CUST-30133,Discount_Seeker
CUST-30134,One_Time_Buyer
CUST-30135,One_Time_Buyer
CUST-30136,Regular
CUST-30137,Regular
CUST-30138,Regular
CUST-30139,Regular
CUST-30140,One_Time_Buyer
CUST-30141,Regular
CUST-30142,Regular
CUST-30143,Discount_Seeker
CUST-30144,Discount_Seeker
CUST-30145,Regular
CUST-30146,Regular
CUST-30147,Regular
CUST-30148,Discount_Seeker
CUST-30149,VIP
CUST-30150,Regular
CUST-30151,Discount_Seeker
CUST-30152,Regular
CUST-30153,Discount_Seeker
CUST-30154,Regular
CUST-30155,Regular
CUST-30156,One_Time_Buyer
CUST-30157,Discount_Seeker
CUST-30158,Regular
CUST-30159,Discount_Seeker
CUST-30160,Discount_Seeker
CUST-30161,Discount_Seeker
CUST-30162,Regular
CUST-30163,One_Time_Buyer
CUST-30164,Regular
CUST-30165,Regular
CUST-30166,Regular
CUST-30167,VIP
CUST-30168,One_Time_Buyer
CUST-30169,Regular
CUST-30170,Regular
CUST-30171,One_Time_Buyer
CUST-30172,Regular
CUST-30173,VIP
CUST-30174,VIP
CUST-30175,Regular
CUST-30176,Regular
CUST-30177,Discount_Seeker
CUST-30178,Regular
CUST-30179,Regular
CUST-30180,Discount_Seeker
CUST-30181,Discount_Seeker
CUST-30182,Regular
CUST-30183,Discount_Seeker
CUST-30184,Regular
CUST-30185,Regular
CUST-30186,Discount_Seeker
CUST-30187,Regular
CUST-30188,One_Time_Buyer
CUST-30189,VIP
CUST-30190,Discount_Seeker
CUST-30191,Regular
CUST-30192,Discount_Seeker
CUST-30193,Discount_Seeker
CUST-30194,One_Time_Buyer
CUST-30195,VIP
CUST-30196,Discount_Seeker
CUST-30197,Discount_Seeker
CUST-30198,Discount_Seeker
CUST-30199,Discount_Seeker
CUST-30200,Discount_Seeker
CUST-30201,Regular
CUST-30202,Regular
CUST-30203,Regular
CUST-30204,Regular
CUST-30205,One_Time_Buyer
CUST-30206,Discount_Seeker
CUST-30207,One_Time_Buyer
CUST-30208,Regular
CUST-30209,One_Time_Buyer
CUST-30210,One_Time_Buyer
CUST-30211,Discount_Seeker
CUST-30212,Discount_Seeker
CUST-30213,Regular
CUST-30214,One_Time_Buyer
CUST-30215,Discount_Seeker
CUST-30216,VIP
CUST-30217,Regular
CUST-30218,One_Time_Buyer
CUST-30219,One_Time_Buyer
CUST-30220,One_Time_Buyer
CUST-30221,Discount_Seeker
CUST-30222,Regular
CUST-30223,Regular
CUST-30224,Regular
CUST-30225,VIP
CUST-30226,Regular
CUST-30227,Regular
CUST-30228,Regular
CUST-30229,One_Time_Buyer
CUST-30230,Regular
CUST-30231,One_Time_Buyer
CUST-30232,Discount_Seeker
CUST-30233,Regular
CUST-30234,Regular
CUST-30235,VIP
CUST-30236,Regular
CUST-30237,Discount_Seeker
CUST-30238,VIP
CUST-30239,Regular
CUST-30240,Regular
CUST-30241,One_Time_Buyer
CUST-30242,Discount_Seeker
CUST-30243,Discount_Seeker
CUST-30244,Regular
CUST-30245,Discount_Seeker
CUST-30246,Discount_Seeker
CUST-30247,Discount_Seeker
CUST-30248,One_Time_Buyer
CUST-30249,Regular
CUST-30250,One_Time_Buyer
CUST-30251,One_Time_Buyer
CUST-30252,VIP
CUST-30253,Regular
CUST-30254,One_Time_Buyer
CUST-30255,Regular
CUST-30256,Discount_Seeker
CUST-30257,One_Time_Buyer
CUST-30258,Discount_Seeker
CUST-30259,Regular
CUST-30260,Discount_Seeker
CUST-30261,Regular
CUST-30262,Discount_Seeker
CUST-30263,VIP
CUST-30264,Discount_Seeker
CUST-30265,Discount_Seeker
CUST-30266,Discount_Seeker
CUST-30267,Discount_Seeker
CUST-30268,Discount_Seeker
CUST-30269,Discount_Seeker
CUST-30270,Regular
CUST-30271,Discount_Seeker
CUST-30272,Regular
CUST-30273,One_Time_Buyer
CUST-30274,VIP
CUST-30275,Regular
CUST-30276,Discount_Seeker
CUST-30277,Regular
CUST-30278,VIP
CUST-30279,Discount_Seeker
CUST-30280,Discount_Seeker
CUST-30281,Discount_Seeker
CUST-30282,Regular
CUST-30283,Discount_Seeker
CUST-30284,Regular
CUST-30285,Discount_Seeker
CUST-30286,Discount_Seeker
CUST-30287,Discount_Seeker
CUST-30288,Regular
CUST-30289,VIP
CUST-30290,Regular
CUST-30291,Regular
CUST-30292,Regular
CUST-30293,Discount_Seeker
CUST-30294,Regular
CUST-30295,One_Time_Buyer
CUST-30296,VIP
CUST-30297,Discount_Seeker
CUST-30298,Discount_Seeker
CUST-30299,Regular
CUST-30300,VIP
CUST-30301,Discount_Seeker
CUST-30302,Regular
CUST-30303,One_Time_Buyer
CUST-30304,Discount_Seeker
CUST-30305,One_Time_Buyer
CUST-30306,Regular
CUST-30307,Discount_Seeker
CUST-30308,Discount_Seeker
CUST-30309,Discount_Seeker
CUST-30310,Regular
CUST-30311,Discount_Seeker
CUST-30312,Regular
CUST-30313,Discount_Seeker
CUST-30314,Regular
CUST-30315,One_Time_Buyer
CUST-30316,VIP
CUST-30317,One_Time_Buyer
CUST-30318,One_Time_Buyer
CUST-30319,One_Time_Buyer
CUST-30320,Discount_Seeker
CUST-30321,Regular
CUST-30322,One_Time_Buyer
CUST-30323,Regular
CUST-30324,Discount_Seeker
CUST-30325,Discount_Seeker
CUST-30326,Discount_Seeker
CUST-30327,Regular
CUST-30328,Discount_Seeker
CUST-30329,One_Time_Buyer
CUST-30330,VIP
CUST-30331,One_Time_Buyer
CUST-30332,VIP
CUST-30333,Regular
CUST-30334,VIP
CUST-30335,VIP
CUST-30336,One_Time_Buyer
CUST-30337,Regular
CUST-30338,Regular
CUST-30339,Regular
CUST-30340,Discount_Seeker
CUST-30341,Discount_Seeker
CUST-30342,Regular
CUST-30343,Regular
CUST-30344,One_Time_Buyer
CUST-30345,Regular
CUST-30346,Regular
CUST-30347,Regular
CUST-30348,Discount_Seeker
CUST-30349,Regular
CUST-30350,Discount_Seeker
CUST-30351,Regular
CUST-30352,One_Time_Buyer
CUST-30353,Regular
CUST-30354,Discount_Seeker
CUST-30355,Regular
CUST-30356,Regular
CUST-30357,Discount_Seeker
CUST-30358,Regular
CUST-30359,One_Time_Buyer
CUST-30360,One_Time_Buyer
CUST-30361,One_Time_Buyer
CUST-30362,VIP
CUST-30363,Discount_Seeker
CUST-30364,Regular
CUST-30365,One_Time_Buyer
CUST-30366,Discount_Seeker
CUST-30367,One_Time_Buyer
CUST-30368,Regular
CUST-30369,Discount_Seeker
CUST-30370,Regular
CUST-30371,Discount_Seeker
CUST-30372,Regular
CUST-30373,Discount_Seeker
CUST-30374,Discount_Seeker
CUST-30375,Discount_Seeker
CUST-30376,Regular
CUST-30377,Discount_Seeker
CUST-30378,Regular
CUST-30379,Regular
CUST-30380,VIP
CUST-30381,Regular
CUST-30382,Regular
CUST-30383,Discount_Seeker
CUST-30384,VIP
CUST-30385,Regular
CUST-30386,One_Time_Buyer
CUST-30387,Regular
CUST-30388,Discount_Seeker
CUST-30389,Discount_Seeker
CUST-30390,One_Time_Buyer
CUST-30391,Discount_Seeker
CUST-30392,Discount_Seeker
CUST-30393,One_Time_Buyer
CUST-30394,Regular
CUST-30395,One_Time_Buyer
CUST-30396,VIP
CUST-30397,One_Time_Buyer
CUST-30398,Regular
CUST-30399,Discount_Seeker
CUST-30400,Regular
CUST-30401,Discount_Seeker
CUST-30402,VIP
CUST-30403,One_Time_Buyer
CUST-30404,One_Time_Buyer
CUST-30405,Regular
CUST-30406,One_Time_Buyer
CUST-30407,Discount_Seeker
CUST-30408,Discount_Seeker
CUST-30409,Regular
CUST-30410,Regular
CUST-30411,Regular
CUST-30412,Regular
CUST-30413,One_Time_Buyer
CUST-30414,VIP
CUST-30415,One_Time_Buyer
CUST-30416,Regular
CUST-30417,Discount_Seeker
CUST-30418,Discount_Seeker
CUST-30419,One_Time_Buyer
CUST-30420,Regular
CUST-30421,Regular
CUST-30422,Regular
CUST-30423,VIP
CUST-30424,Regular
CUST-30425,Regular
CUST-30426,Regular
CUST-30427,Discount_Seeker
CUST-30428,Regular
CUST-30429,Regular
CUST-30430,Regular
CUST-30431,Discount_Seeker
CUST-30432,One_Time_Buyer
CUST-30433,Discount_Seeker
CUST-30434,Discount_Seeker
CUST-30435,Regular
CUST-30436,Discount_Seeker
CUST-30437,Regular
CUST-30438,Regular
CUST-30439,Discount_Seeker
CUST-30440,One_Time_Buyer
CUST-30441,Regular
CUST-30442,Discount_Seeker
CUST-30443,Discount_Seeker
CUST-30444,Regular
CUST-30445,Regular
CUST-30446,Regular
CUST-30447,Regular
CUST-30448,Regular
CUST-30449,Regular
CUST-30450,Regular
CUST-30451,Discount_Seeker
CUST-30452,Discount_Seeker
CUST-30453,One_Time_Buyer
CUST-30454,Regular
CUST-30455,Discount_Seeker
CUST-30456,One_Time_Buyer
CUST-30457,Discount_Seeker
CUST-30458,Regular
CUST-30459,Discount_Seeker
CUST-30460,Regular
CUST-30461,Regular
CUST-30462,Discount_Seeker
CUST-30463,Discount_Seeker
CUST-30464,VIP
CUST-30465,One_Time_Buyer
CUST-30466,Discount_Seeker
CUST-30467,Regular
CUST-30468,One_Time_Buyer
CUST-30469,Regular
CUST-30470,One_Time_Buyer
CUST-30471,Discount_Seeker
CUST-30472,Regular
CUST-30473,Discount_Seeker
CUST-30474,Discount_Seeker
CUST-30475,Discount_Seeker
CUST-30476,One_Time_Buyer
CUST-30477,Discount_Seeker
CUST-30478,Discount_Seeker
CUST-30479,One_Time_Buyer
CUST-30480,Discount_Seeker
CUST-30481,Regular
CUST-30482,One_Time_Buyer
CUST-30483,Regular
CUST-30484,Discount_Seeker
CUST-30485,One_Time_Buyer
CUST-30486,Discount_Seeker
CUST-30487,Discount_Seeker
CUST-30488,Discount_Seeker
CUST-30489,Regular
CUST-30490,One_Time_Buyer
CUST-30491,Regular
CUST-30492,Regular
CUST-30493,Regular
CUST-30494,Discount_Seeker
CUST-30495,Discount_Seeker
CUST-30496,One_Time_Buyer
CUST-30497,Regular
CUST-30498,Regular
CUST-30499,VIP
CUST-30500,Regular
CUST-30501,Discount_Seeker
CUST-30502,VIP
CUST-30503,Regular
CUST-30504,Regular
CUST-30505,VIP
CUST-30506,Regular
CUST-30507,Regular
CUST-30508,Discount_Seeker
CUST-30509,One_Time_Buyer
CUST-30510,Discount_Seeker
CUST-30511,One_Time_Buyer
CUST-30512,Regular
CUST-30513,Discount_Seeker
CUST-30514,One_Time_Buyer
CUST-30515,Regular
CUST-30516,One_Time_Buyer
CUST-30517,VIP
CUST-30518,Regular
CUST-30519,VIP
CUST-30520,Discount_Seeker
CUST-30521,Discount_Seeker
CUST-30522,Discount_Seeker
CUST-30523,Regular
CUST-30524,Regular
CUST-30525,VIP
CUST-30526,Regular
CUST-30527,One_Time_Buyer
CUST-30528,Regular
CUST-30529,One_Time_Buyer
CUST-30530,One_Time_Buyer
CUST-30531,Regular
CUST-30532,Discount_Seeker
CUST-30533,VIP
CUST-30534,Regular
CUST-30535,VIP
CUST-30536,Discount_Seeker
CUST-30537,Regular
CUST-30538,Discount_Seeker
CUST-30539,Discount_Seeker
CUST-30540,Regular
CUST-30541,Discount_Seeker
CUST-30542,Discount_Seeker
CUST-30543,VIP
CUST-30544,Regular
CUST-30545,Discount_Seeker
CUST-30546,Regular
CUST-30547,Discount_Seeker
CUST-30548,Regular
CUST-30549,Regular
CUST-30550,Regular
CUST-30551,Regular
CUST-30552,Discount_Seeker
CUST-30553,Regular
CUST-30554,Discount_Seeker
CUST-30555,One_Time_Buyer
CUST-30556,Discount_Seeker
CUST-30557,Discount_Seeker
CUST-30558,Regular
CUST-30559,Regular
CUST-30560,Discount_Seeker
CUST-30561,Regular
CUST-30562,Discount_Seeker
CUST-30563,Regular
CUST-30564,Discount_Seeker
CUST-30565,One_Time_Buyer
CUST-30566,One_Time_Buyer
CUST-30567,Discount_Seeker
CUST-30568,Discount_Seeker
CUST-30569,Discount_Seeker
CUST-30570,Discount_Seeker
CUST-30571,Regular
CUST-30572,Regular
CUST-30573,Regular
CUST-30574,One_Time_Buyer
CUST-30575,Regular
CUST-30576,Discount_Seeker
CUST-30577,Discount_Seeker
CUST-30578,Discount_Seeker
CUST-30579,Discount_Seeker
CUST-30580,Regular
CUST-30581,Discount_Seeker
CUST-30582,One_Time_Buyer
CUST-30583,Regular
CUST-30584,Regular
CUST-30585,Discount_Seeker
CUST-30586,One_Time_Buyer
CUST-30587,VIP
CUST-30588,Discount_Seeker
CUST-30589,One_Time_Buyer
CUST-30590,Regular
CUST-30591,One_Time_Buyer
CUST-30592,Discount_Seeker
CUST-30593,Discount_Seeker
CUST-30594,Discount_Seeker
CUST-30595,Regular
CUST-30596,Regular
CUST-30597,Regular
CUST-30598,Regular
CUST-30599,Regular
CUST-30600,One_Time_Buyer
CUST-30601,One_Time_Buyer
CUST-30602,Discount_Seeker
CUST-30603,One_Time_Buyer
CUST-30604,Discount_Seeker
CUST-30605,Regular
CUST-30606,Regular
CUST-30607,Discount_Seeker
CUST-30608,Discount_Seeker
CUST-30609,Regular
CUST-30610,Discount_Seeker
CUST-30611,VIP
CUST-30612,Discount_Seeker
CUST-30613,One_Time_Buyer
CUST-30614,Discount_Seeker
CUST-30615,One_Time_Buyer
CUST-30616,One_Time_Buyer
CUST-30617,One_Time_Buyer
CUST-30618,One_Time_Buyer
CUST-30619,One_Time_Buyer
CUST-30620,Discount_Seeker
CUST-30621,VIP
CUST-30622,Regular
CUST-30623,Discount_Seeker
CUST-30624,Regular
CUST-30625,Regular
CUST-30626,One_Time_Buyer
CUST-30627,One_Time_Buyer
CUST-30628,One_Time_Buyer
CUST-30629,Regular
CUST-30630,VIP
CUST-30631,VIP
CUST-30632,Regular
CUST-30633,VIP
CUST-30634,VIP
CUST-30635,One_Time_Buyer
CUST-30636,Discount_Seeker
CUST-30637,Regular
CUST-30638,Regular
CUST-30639,Discount_Seeker
CUST-30640,VIP
CUST-30641,One_Time_Buyer
CUST-30642,Regular
CUST-30643,Regular
CUST-30644,Regular
CUST-30645,VIP
CUST-30646,Discount_Seeker
CUST-30647,Discount_Seeker
CUST-30648,Discount_Seeker
CUST-30649,Regular
CUST-30650,Discount_Seeker
CUST-30651,Discount_Seeker
CUST-30652,One_Time_Buyer
CUST-30653,Regular
CUST-30654,Regular
CUST-30655,Discount_Seeker
CUST-30656,Discount_Seeker
CUST-30657,Regular
CUST-30658,Regular
CUST-30659,Regular
CUST-30660,One_Time_Buyer
CUST-30661,Regular
CUST-30662,One_Time_Buyer
CUST-30663,Discount_Seeker
CUST-30664,One_Time_Buyer
CUST-30665,One_Time_Buyer
CUST-30666,Regular
CUST-30667,One_Time_Buyer
CUST-30668,Regular
CUST-30669,One_Time_Buyer
CUST-30670,Discount_Seeker
CUST-30671,VIP
CUST-30672,Discount_Seeker
CUST-30673,One_Time_Buyer
CUST-30674,VIP
CUST-30675,Discount_Seeker
CUST-30676,Discount_Seeker
CUST-30677,One_Time_Buyer
CUST-30678,Regular
CUST-30679,Regular
CUST-30680,VIP
CUST-30681,Discount_Seeker
CUST-30682,Regular
CUST-30683,One_Time_Buyer
CUST-30684,VIP
CUST-30685,Discount_Seeker
CUST-30686,VIP
CUST-30687,Regular
CUST-30688,Regular
CUST-30689,Regular
CUST-30690,Discount_Seeker
CUST-30691,One_Time_Buyer
CUST-30692,Discount_Seeker
CUST-30693,One_Time_Buyer
CUST-30694,One_Time_Buyer
CUST-30695,Discount_Seeker
CUST-30696,One_Time_Buyer
CUST-30697,Discount_Seeker
CUST-30698,VIP
CUST-30699,Discount_Seeker
CUST-30700,VIP
CUST-30701,Discount_Seeker
CUST-30702,Discount_Seeker
CUST-30703,VIP
CUST-30704,Regular
CUST-30705,One_Time_Buyer
CUST-30706,Discount_Seeker
CUST-30707,Regular
CUST-30708,Discount_Seeker
CUST-30709,Discount_Seeker
CUST-30710,Discount_Seeker
CUST-30711,One_Time_Buyer
CUST-30712,Discount_Seeker
CUST-30713,Regular
CUST-30714,One_Time_Buyer
CUST-30715,One_Time_Buyer
CUST-30716,Regular
CUST-30717,Regular
CUST-30718,Regular
CUST-30719,Discount_Seeker
CUST-30720,Discount_Seeker
CUST-30721,Discount_Seeker
CUST-30722,One_Time_Buyer
CUST-30723,Discount_Seeker
CUST-30724,Regular
CUST-30725,Regular
CUST-30726,Regular
CUST-30727,Regular
CUST-30728,Discount_Seeker
CUST-30729,One_Time_Buyer
CUST-30730,Regular
CUST-30731,Discount_Seeker
CUST-30732,Discount_Seeker
CUST-30733,Regular
CUST-30734,Regular
CUST-30735,Regular
CUST-30736,VIP
CUST-30737,One_Time_Buyer
CUST-30738,VIP
CUST-30739,Regular
CUST-30740,Discount_Seeker
CUST-30741,One_Time_Buyer
CUST-30742,Regular
CUST-30743,Regular
CUST-30744,VIP
CUST-30745,Regular
CUST-30746,Regular
CUST-30747,Discount_Seeker
CUST-30748,Regular
CUST-30749,VIP
CUST-30750,One_Time_Buyer
CUST-30751,Regular
CUST-30752,Regular
CUST-30753,Regular
CUST-30754,One_Time_Buyer
CUST-30755,Regular
CUST-30756,One_Time_Buyer
CUST-30757,Discount_Seeker
CUST-30758,VIP
CUST-30759,One_Time_Buyer
CUST-30760,Regular
CUST-30761,VIP
CUST-30762,One_Time_Buyer
CUST-30763,Discount_Seeker
CUST-30764,Discount_Seeker
CUST-30765,Regular
CUST-30766,Regular
CUST-30767,Discount_Seeker
CUST-30768,Regular
CUST-30769,Regular
CUST-30770,VIP
CUST-30771,Regular
CUST-30772,One_Time_Buyer
CUST-30773,Regular
CUST-30774,One_Time_Buyer
CUST-30775,Regular
CUST-30776,Discount_Seeker
CUST-30777,Regular
CUST-30778,Regular
CUST-30779,Regular
CUST-30780,Regular
CUST-30781,Discount_Seeker
CUST-30782,One_Time_Buyer
CUST-30783,Discount_Seeker
CUST-30784,Regular
CUST-30785,VIP
CUST-30786,Regular
CUST-30787,Discount_Seeker
CUST-30788,Discount_Seeker
CUST-30789,One_Time_Buyer
CUST-30790,VIP
CUST-30791,Discount_Seeker
CUST-30792,Regular
CUST-30793,Discount_Seeker
CUST-30794,Discount_Seeker
CUST-30795,Discount_Seeker
CUST-30796,Discount_Seeker
CUST-30797,Regular
CUST-30798,Discount_Seeker
CUST-30799,Regular
CUST-30800,Discount_Seeker
CUST-30801,Regular
CUST-30802,Discount_Seeker
CUST-30803,One_Time_Buyer
CUST-30804,One_Time_Buyer
CUST-30805,One_Time_Buyer
CUST-30806,Discount_Seeker
CUST-30807,Discount_Seeker
CUST-30808,Discount_Seeker
CUST-30809,One_Time_Buyer
CUST-30810,Regular
CUST-30811,One_Time_Buyer
CUST-30812,One_Time_Buyer
CUST-30813,Discount_Seeker
CUST-30814,Regular
CUST-30815,Regular
CUST-30816,One_Time_Buyer
CUST-30817,Regular
CUST-30818,One_Time_Buyer
CUST-30819,Regular
CUST-30820,Regular
CUST-30821,One_Time_Buyer
CUST-30822,Discount_Seeker
CUST-30823,Discount_Seeker
CUST-30824,Discount_Seeker
CUST-30825,Regular
CUST-30826,Discount_Seeker
CUST-30827,Regular
CUST-30828,One_Time_Buyer
CUST-30829,One_Time_Buyer
CUST-30830,Regular
CUST-30831,Discount_Seeker
CUST-30832,Discount_Seeker
CUST-30833,Regular
CUST-30834,One_Time_Buyer
CUST-30835,VIP
CUST-30836,Regular
CUST-30837,Discount_Seeker
CUST-30838,Discount_Seeker
CUST-30839,Discount_Seeker
CUST-30840,Discount_Seeker
CUST-30841,Discount_Seeker
CUST-30842,Discount_Seeker
CUST-30843,VIP
CUST-30844,Regular
CUST-30845,Regular
CUST-30846,Regular
CUST-30847,Discount_Seeker
CUST-30848,Regular
CUST-30849,Regular
CUST-30850,Regular
CUST-30851,One_Time_Buyer
CUST-30852,One_Time_Buyer
CUST-30853,Discount_Seeker
CUST-30854,One_Time_Buyer
CUST-30855,Discount_Seeker
CUST-30856,Discount_Seeker
CUST-30857,VIP
CUST-30858,Discount_Seeker
CUST-30859,Discount_Seeker
CUST-30860,Discount_Seeker
CUST-30861,Discount_Seeker
CUST-30862,Discount_Seeker
CUST-30863,Discount_Seeker
CUST-30864,One_Time_Buyer
CUST-30865,Regular
CUST-30866,Discount_Seeker
CUST-30867,Regular
CUST-30868,Discount_Seeker
CUST-30869,Discount_Seeker
CUST-30870,VIP
CUST-30871,Discount_Seeker
CUST-30872,Regular
CUST-30873,Discount_Seeker
CUST-30874,Regular
CUST-30875,Discount_Seeker
CUST-30876,Regular
CUST-30877,Discount_Seeker
CUST-30878,Regular
CUST-30879,One_Time_Buyer
CUST-30880,One_Time_Buyer
CUST-30881,One_Time_Buyer
CUST-30882,Discount_Seeker
CUST-30883,Discount_Seeker
CUST-30884,Regular
CUST-30885,Regular
CUST-30886,Regular
CUST-30887,Discount_Seeker
CUST-30888,One_Time_Buyer
CUST-30889,Regular
CUST-30890,One_Time_Buyer
CUST-30891,Discount_Seeker
CUST-30892,Discount_Seeker
CUST-30893,Regular
CUST-30894,VIP
CUST-30895,Discount_Seeker
CUST-30896,Discount_Seeker
CUST-30897,Regular
CUST-30898,Discount_Seeker
CUST-30899,One_Time_Buyer
CUST-30900,One_Time_Buyer
CUST-30901,One_Time_Buyer
CUST-30902,Regular
CUST-30903,Regular
CUST-30904,Discount_Seeker
CUST-30905,Regular
CUST-30906,VIP
CUST-30907,Regular
CUST-30908,Regular
CUST-30909,Regular
CUST-30910,Regular
CUST-30911,Regular
CUST-30912,VIP
CUST-30913,Discount_Seeker
CUST-30914,Discount_Seeker
CUST-30915,Discount_Seeker
CUST-30916,Regular
CUST-30917,Regular
CUST-30918,Discount_Seeker
CUST-30919,Discount_Seeker
CUST-30920,Discount_Seeker
CUST-30921,Regular
CUST-30922,One_Time_Buyer
CUST-30923,Regular
CUST-30924,Regular
CUST-30925,Discount_Seeker
CUST-30926,Discount_Seeker
CUST-30927,Regular
CUST-30928,Regular
CUST-30929,Discount_Seeker
CUST-30930,Regular
CUST-30931,Regular
CUST-30932,Regular
CUST-30933,One_Time_Buyer
CUST-30934,VIP
CUST-30935,One_Time_Buyer
CUST-30936,Discount_Seeker
CUST-30937,One_Time_Buyer
CUST-30938,One_Time_Buyer
CUST-30939,Regular
CUST-30940,Regular
CUST-30941,Regular
CUST-30942,Regular
CUST-30943,Discount_Seeker
CUST-30944,Regular
CUST-30945,Regular
CUST-30946,Regular
CUST-30947,One_Time_Buyer
CUST-30948,Regular
CUST-30949,VIP
CUST-30950,VIP
CUST-30951,One_Time_Buyer
CUST-30952,Discount_Seeker
CUST-30953,Regular
CUST-30954,Regular
CUST-30955,Regular
CUST-30956,Regular
CUST-30957,One_Time_Buyer
CUST-30958,Discount_Seeker
CUST-30959,Regular
CUST-30960,One_Time_Buyer
CUST-30961,Regular
CUST-30962,Discount_Seeker
CUST-30963,One_Time_Buyer
CUST-30964,Regular
CUST-30965,Discount_Seeker
CUST-30966,Regular
CUST-30967,Regular
CUST-30968,Regular
CUST-30969,Regular
CUST-30970,Discount_Seeker
CUST-30971,One_Time_Buyer
CUST-30972,Discount_Seeker
CUST-30973,One_Time_Buyer
CUST-30974,One_Time_Buyer
CUST-30975,Regular
CUST-30976,Regular
CUST-30977,Regular
CUST-30978,Discount_Seeker
CUST-30979,One_Time_Buyer
CUST-30980,Regular
CUST-30981,Discount_Seeker
CUST-30982,Discount_Seeker
CUST-30983,Discount_Seeker
CUST-30984,Regular
CUST-30985,Regular
CUST-30986,VIP
CUST-30987,Regular
CUST-30988,VIP
CUST-30989,Discount_Seeker
CUST-30990,Regular
CUST-30991,One_Time_Buyer
CUST-30992,Discount_Seeker
CUST-30993,Discount_Seeker
CUST-30994,Regular
CUST-30995,Discount_Seeker
CUST-30996,One_Time_Buyer
CUST-30997,VIP
CUST-30998,Regular
CUST-30999,Discount_Seeker
CUST-31000,VIP
CUST-31001,VIP
CUST-31002,Regular
CUST-31003,VIP
CUST-31004,Discount_Seeker
CUST-31005,Regular
CUST-31006,One_Time_Buyer
CUST-31007,Discount_Seeker
CUST-31008,Discount_Seeker
CUST-31009,Discount_Seeker
