Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Ad_Source,Discount_Pct,Category,Base_Cost,Unit_Price,Gross_Sales,Net_Profit
ORD-900047,2025-03-11 06:00:00,CUST-32018,SKU-2191,1,Affiliate,0.1,Fashion,449.12,878.85,790.96,341.84
ORD-900048,2025-01-21 22:00:00,CUST-31885,SKU-2057,1,Affiliate,0.0,Fashion,102.01,175.71,175.71,73.7
ORD-900049,2025-07-25 11:00:00,CUST-32123,SKU-2980,3,Instagram_Ad,0.0,Beauty,170.45,245.78,737.34,225.99
ORD-900050,2025-10-22 00:00:00,CUST-34642,SKU-2604,2,Google_Search,0.0,Beauty,64.71,83.49,166.98,37.56
ORD-900051,2025-03-14 18:00:00,CUST-32314,SKU-2244,1,Instagram_Ad,0.1,Home & Kitchen,12.65,27.7,24.93,12.28
ORD-900052,2025-08-18 02:00:00,CUST-34412,SKU-2676,1,Google_Search,0.0,Home & Kitchen,60.46,78.91,78.91,18.45
ORD-900053,2025-08-25 10:00:00,CUST-33883,SKU-2694,1,Instagram_Ad,0.1,Fashion,61.84,103.75,93.38,31.54
ORD-900054,2025-10-29 13:00:00,CUST-33192,SKU-2033,1,Email_Campaign,0.0,Fashion,474.7,644.04,644.04,169.34
ORD-900055,2025-06-10 14:00:00,CUST-31859,SKU-2488,3,Direct_Referral,0.1,Fashion,475.45,810.7,2188.89,762.54
ORD-900056,2025-01-13 05:00:00,CUST-30024,SKU-2354,1,Affiliate,0.0,Home & Kitchen,39.93,73.18,73.18,33.25
ORD-900057,2025-11-05 21:00:00,CUST-33503,SKU-2723,5,Direct_Referral,0.0,Beauty,371.85,495.07,2475.35,616.1
ORD-900058,2025-10-11 14:00:00,CUST-34255,SKU-2192,1,Email_Campaign,0.1,Beauty,450.71,743.51,669.16,218.45
ORD-900059,2025-07-25 10:00:00,CUST-31137,SKU-2223,1,Email_Campaign,0.1,Home & Kitchen,187.02,453.84,408.46,221.44
ORD-900060,2025-03-20 09:00:00,CUST-34995,SKU-2592,1,Instagram_Ad,0.1,Home & Kitchen,95.03,129.9,116.91,21.88
ORD-900061,2026-02-21 09:00:00,CUST-31189,SKU-2724,1,Instagram_Ad,0.1,Beauty,289.36,607.6,546.84,257.48
ORD-900062,2025-12-28 12:00:00,CUST-34798,SKU-2345,1,Google_Search,0.1,Electronics,309.85,543.21,488.89,179.04
ORD-900063,2026-03-14 15:00:00,CUST-34096,SKU-2160,3,Google_Search,0.0,Beauty,187.05,425.27,1275.81,714.66
ORD-900064,2025-06-09 01:00:00,CUST-33157,SKU-2891,1,Google_Search,0.0,Electronics,428.57,737.97,737.97,309.4
ORD-900065,2025-12-14 00:00:00,CUST-32367,SKU-2036,1,Google_Search,0.1,Fashion,155.78,255.77,230.19,74.41
ORD-900066,2025-06-18 06:00:00,CUST-34477,SKU-2987,1,Instagram_Ad,0.2,Home & Kitchen,220.24,406.43,325.14,104.9
ORD-900067,2026-03-10 15:00:00,CUST-31741,SKU-2248,1,Google_Search,0.0,Fitness,481.99,1155.38,1155.38,673.39
ORD-900068,2025-10-06 21:00:00,CUST-33688,SKU-2283,1,Google_Search,0.1,Beauty,51.52,62.48,56.23,4.71
ORD-900069,2025-08-28 11:00:00,CUST-33746,SKU-2765,4,Google_Search,0.0,Electronics,287.1,465.7,1862.8,714.4
ORD-900070,2026-02-21 15:00:00,CUST-30897,SKU-2781,1,Email_Campaign,0.0,Fitness,273.65,649.18,649.18,375.53
ORD-900071,2025-06-23 22:00:00,CUST-34023,SKU-2544,1,Google_Search,0.1,Fashion,310.97,762.44,686.2,375.23
ORD-900072,2025-04-02 07:00:00,CUST-30716,SKU-2090,1,Instagram_Ad,0.0,Fitness,64.2,155.72,155.72,91.52
ORD-900073,2026-02-27 04:00:00,CUST-33967,SKU-2479,4,Instagram_Ad,0.1,Fitness,263.93,466.17,1678.21,622.49
ORD-900074,2025-09-09 19:00:00,CUST-34021,SKU-2915,1,Affiliate,0.0,Electronics,220.88,472.39,472.39,251.51
ORD-900075,2025-01-26 07:00:00,CUST-33215,SKU-2267,1,Email_Campaign,0.1,Electronics,352.73,643.35,579.02,226.29
ORD-900076,2025-06-03 07:00:00,CUST-30390,SKU-2551,1,Instagram_Ad,0.2,Electronics,426.83,846.02,676.82,249.99
ORD-900077,2025-06-08 11:00:00,CUST-33884,SKU-2388,1,Google_Search,0.2,Home & Kitchen,376.55,926.6,741.28,364.73
ORD-900078,2025-03-08 03:00:00,CUST-31699,SKU-2477,1,Instagram_Ad,0.1,Beauty,279.16,611.63,550.47,271.31
ORD-900079,2026-01-06 11:00:00,CUST-33037,SKU-2038,1,Affiliate,0.2,Electronics,343.7,441.64,353.31,9.61
ORD-900080,2025-07-06 05:00:00,CUST-30232,SKU-2319,1,Instagram_Ad,0.1,Electronics,128.87,164.75,148.28,19.41
ORD-900081,2026-03-03 08:00:00,CUST-31926,SKU-2858,1,Instagram_Ad,0.0,Fitness,284.6,653.04,653.04,368.44
ORD-900082,2025-10-11 21:00:00,CUST-33131,SKU-2597,1,Instagram_Ad,0.1,Fashion,90.3,117.68,105.91,15.61
ORD-900083,2025-07-22 03:00:00,CUST-33306,SKU-2904,2,Instagram_Ad,0.1,Electronics,213.61,463.42,834.16,406.94
ORD-900084,2025-04-20 05:00:00,CUST-32724,SKU-2669,1,Google_Search,0.2,Beauty,146.12,330.62,264.5,118.38
ORD-900085,2026-02-04 02:00:00,CUST-34801,SKU-2989,1,Instagram_Ad,0.0,Fitness,410.46,881.82,881.82,471.36
ORD-900086,2025-10-11 00:00:00,CUST-30233,SKU-2222,3,Google_Search,0.1,Electronics,51.37,90.52,244.4,90.29
ORD-900087,2025-07-13 08:00:00,CUST-31391,SKU-2389,1,Google_Search,0.0,Home & Kitchen,404.38,723.81,723.81,319.43
ORD-900088,2025-12-02 02:00:00,CUST-32892,SKU-2867,1,Instagram_Ad,0.1,Beauty,95.05,134.43,120.99,25.94
ORD-900089,2026-01-17 12:00:00,CUST-31255,SKU-2955,1,Instagram_Ad,0.1,Beauty,194.65,469.7,422.73,228.08
ORD-900090,2025-11-15 10:00:00,CUST-32538,SKU-2770,1,Instagram_Ad,0.4,Electronics,59.76,107.41,64.45,4.69
ORD-900091,2025-01-24 08:00:00,CUST-33690,SKU-2652,1,Google_Search,0.4,Beauty,295.49,455.66,273.4,-22.09
ORD-900092,2025-07-30 17:00:00,CUST-30889,SKU-2573,2,Instagram_Ad,0.0,Beauty,312.93,726.51,1453.02,827.16
ORD-900093,2025-11-05 03:00:00,CUST-34687,SKU-2264,1,Instagram_Ad,0.0,Fitness,439.3,533.8,533.8,94.5
ORD-900094,2025-09-22 14:00:00,CUST-30745,SKU-2645,1,Google_Search,0.0,Fitness,445.81,972.69,972.69,526.88
ORD-900095,2025-10-07 03:00:00,CUST-31719,SKU-2799,3,Google_Search,0.0,Electronics,461.64,561.23,1683.69,298.77
ORD-900096,2025-05-22 03:00:00,CUST-30427,SKU-2670,3,Affiliate,0.1,Fitness,90.82,153.92,415.58,143.12
ORD-900097,2026-02-27 07:00:00,CUST-30731,SKU-2242,1,Direct_Referral,0.1,Electronics,457.86,1008.3,907.47,449.61
ORD-900098,2025-10-14 19:00:00,CUST-30799,SKU-2562,1,Affiliate,0.0,Electronics,72.5,160.56,160.56,88.06
ORD-900099,2025-03-17 01:00:00,CUST-34297,SKU-2597,1,Affiliate,0.0,Fashion,90.3,117.68,117.68,27.38
ORD-900100,2025-10-11 16:00:00,CUST-30835,SKU-2478,1,Google_Search,0.0,Fashion,484.8,1084.57,1084.57,599.77
ORD-900101,2025-03-07 21:00:00,CUST-30134,SKU-2472,2,Email_Campaign,0.0,Fashion,26.36,61.74,123.48,70.76
ORD-900102,2025-08-29 21:00:00,CUST-32538,SKU-2990,1,Instagram_Ad,0.1,Beauty,400.71,879.63,791.67,390.96
ORD-900103,2025-07-20 02:00:00,CUST-33718,SKU-2721,1,Google_Search,0.0,Home & Kitchen,94.71,128.6,128.6,33.89
ORD-900104,2025-05-13 05:00:00,CUST-30040,SKU-2546,1,Instagram_Ad,0.1,Beauty,61.21,137.59,123.83,62.62
ORD-900105,2025-09-10 03:00:00,CUST-33367,SKU-2020,1,Google_Search,0.1,Electronics,307.87,648.57,583.71,275.84
ORD-900106,2026-01-20 15:00:00,CUST-32415,SKU-2048,4,Instagram_Ad,0.1,Fashion,275.62,642.51,2313.04,1210.56
ORD-900107,2026-02-16 11:00:00,CUST-32040,SKU-2479,1,Google_Search,0.1,Fitness,263.93,466.17,419.55,155.62
ORD-900108,2025-09-21 17:00:00,CUST-34339,SKU-2183,1,Affiliate,0.0,Fitness,439.28,1059.38,1059.38,620.1
ORD-900109,2025-05-19 14:00:00,CUST-32949,SKU-2364,2,Google_Search,0.4,Beauty,471.03,1014.15,1216.98,274.92
ORD-900110,2026-03-12 04:00:00,CUST-34261,SKU-2833,1,Email_Campaign,0.1,Beauty,92.31,200.54,180.49,88.18
ORD-900111,2025-07-31 03:00:00,CUST-33466,SKU-2085,1,Google_Search,0.4,Fitness,165.97,300.01,180.01,14.04
ORD-900112,2025-10-07 05:00:00,CUST-33088,SKU-2157,1,Email_Campaign,0.1,Fashion,382.0,895.84,806.26,424.26
ORD-900113,2025-11-18 03:00:00,CUST-34823,SKU-2496,1,Affiliate,0.0,Beauty,293.91,589.39,589.39,295.48
ORD-900114,2025-10-22 04:00:00,CUST-31115,SKU-2105,1,Google_Search,0.0,Fitness,128.4,183.11,183.11,54.71
ORD-900115,2026-03-02 03:00:00,CUST-34578,SKU-2208,1,Direct_Referral,0.0,Fitness,7.51,11.68,11.68,4.17
ORD-900116,2025-04-17 02:00:00,CUST-32590,SKU-2127,1,Instagram_Ad,0.1,Fitness,431.06,746.16,671.54,240.48
ORD-900117,2025-07-19 14:00:00,CUST-33573,SKU-2015,1,Direct_Referral,0.0,Home & Kitchen,95.79,230.17,230.17,134.38
ORD-900118,2025-01-04 03:00:00,CUST-32978,SKU-2350,1,Direct_Referral,0.0,Beauty,254.05,591.21,591.21,337.16
ORD-900119,2025-06-11 17:00:00,CUST-32447,SKU-2740,1,Email_Campaign,0.0,Fitness,234.03,532.61,532.61,298.58
ORD-900120,2025-11-09 16:00:00,CUST-31230,SKU-2874,1,Instagram_Ad,0.0,Fashion,17.57,37.82,37.82,20.25
ORD-900121,2025-03-15 11:00:00,CUST-32666,SKU-2438,1,Instagram_Ad,0.0,Fashion,354.59,518.56,518.56,163.97
ORD-900122,2025-01-03 08:00:00,CUST-34975,SKU-2572,1,Google_Search,0.0,Fashion,201.29,434.37,434.37,233.08
ORD-900123,2025-03-21 19:00:00,CUST-34925,SKU-2810,1,Affiliate,0.0,Fitness,492.5,1013.76,1013.76,521.26
ORD-900124,2025-09-06 17:00:00,CUST-34854,SKU-2841,1,Google_Search,0.0,Fitness,333.45,587.44,587.44,253.99
ORD-900125,2025-07-23 07:00:00,CUST-34258,SKU-2274,1,Direct_Referral,0.0,Beauty,258.11,470.96,470.96,212.85
ORD-900126,2025-01-17 09:00:00,CUST-32594,SKU-2066,1,Google_Search,0.0,Electronics,74.76,112.92,112.92,38.16
ORD-900127,2025-09-01 10:00:00,CUST-33430,SKU-2395,1,Affiliate,0.0,Beauty,465.72,1060.7,1060.7,594.98
ORD-900128,2025-03-26 21:00:00,CUST-32917,SKU-2685,1,Instagram_Ad,0.4,Electronics,280.6,651.17,390.7,110.1
ORD-900129,2025-05-11 20:00:00,CUST-32952,SKU-2993,1,Instagram_Ad,0.0,Electronics,297.16,408.88,408.88,111.72
ORD-900130,2025-11-11 20:00:00,CUST-31995,SKU-2658,1,Instagram_Ad,0.0,Home & Kitchen,324.73,557.26,557.26,232.53
ORD-900131,2025-09-03 20:00:00,CUST-33891,SKU-2026,1,Instagram_Ad,0.1,Fashion,103.84,240.98,216.88,113.04
ORD-900132,2026-03-18 11:00:00,CUST-30306,SKU-2278,1,Google_Search,0.2,Electronics,352.47,488.26,390.61,38.14
ORD-900133,2025-02-12 10:00:00,CUST-31362,SKU-2961,2,Instagram_Ad,0.1,Electronics,303.56,526.03,946.85,339.73
ORD-900134,2025-09-14 21:00:00,CUST-32102,SKU-2799,1,Instagram_Ad,0.0,Electronics,461.64,561.23,561.23,99.59
ORD-900135,2025-10-18 01:00:00,CUST-33030,SKU-2832,4,Affiliate,0.1,Fashion,74.72,146.24,526.46,227.58
ORD-900136,2025-09-29 02:00:00,CUST-30332,SKU-2943,4,Email_Campaign,0.2,Home & Kitchen,415.72,881.32,2820.22,1157.34
ORD-900137,2025-06-12 21:00:00,CUST-32752,SKU-2610,2,Instagram_Ad,0.1,Beauty,24.46,57.34,103.21,54.29
ORD-900138,2025-06-14 17:00:00,CUST-30242,SKU-2796,1,Instagram_Ad,0.2,Electronics,466.4,994.0,795.2,328.8
ORD-900139,2026-02-24 10:00:00,CUST-31884,SKU-2324,1,Instagram_Ad,0.1,Home & Kitchen,477.66,1179.16,1061.24,583.58
ORD-900140,2025-03-27 10:00:00,CUST-31432,SKU-2966,1,Instagram_Ad,0.0,Electronics,360.93,519.67,519.67,158.74
ORD-900141,2026-02-15 06:00:00,CUST-32550,SKU-2851,1,Instagram_Ad,0.0,Fitness,376.23,850.55,850.55,474.32
ORD-900142,2025-02-24 15:00:00,CUST-30302,SKU-2487,5,Direct_Referral,0.0,Home & Kitchen,144.08,303.16,1515.8,795.4
ORD-900143,2025-06-20 20:00:00,CUST-34330,SKU-2256,1,Direct_Referral,0.0,Fashion,468.4,684.18,684.18,215.78
ORD-900144,2025-02-18 18:00:00,CUST-33109,SKU-2897,1,Affiliate,0.0,Fashion,448.69,648.1,648.1,199.41
ORD-900145,2025-10-14 17:00:00,CUST-32186,SKU-2893,2,Affiliate,0.0,Fashion,201.61,295.41,590.82,187.6
ORD-900146,2025-01-18 13:00:00,CUST-34290,SKU-2945,1,Google_Search,0.0,Fitness,10.44,19.55,19.55,9.11
ORD-900147,2026-01-28 03:00:00,CUST-31550,SKU-2454,1,Direct_Referral,0.0,Home & Kitchen,60.04,74.42,74.42,14.38
ORD-900148,2025-05-18 04:00:00,CUST-31792,SKU-2528,1,Google_Search,0.4,Fitness,32.91,73.85,44.31,11.4
ORD-900149,2025-07-21 12:00:00,CUST-30646,SKU-2479,1,Affiliate,0.1,Fitness,263.93,466.17,419.55,155.62
ORD-900150,2025-01-19 11:00:00,CUST-34656,SKU-2907,2,Email_Campaign,0.2,Electronics,174.2,292.36,467.78,119.38
ORD-900151,2025-10-09 06:00:00,CUST-30712,SKU-2041,1,Google_Search,0.1,Electronics,250.11,557.23,501.51,251.4
ORD-900152,2025-05-13 01:00:00,CUST-34508,SKU-2487,1,Google_Search,0.1,Home & Kitchen,144.08,303.16,272.84,128.76
ORD-900153,2025-07-21 16:00:00,CUST-30537,SKU-2255,1,Google_Search,0.0,Electronics,280.62,493.72,493.72,213.1
ORD-900154,2025-05-20 09:00:00,CUST-30234,SKU-2104,2,Google_Search,0.4,Fashion,454.25,1132.62,1359.14,450.64
ORD-900155,2025-07-07 20:00:00,CUST-32396,SKU-2565,2,Google_Search,0.2,Fashion,297.01,520.02,832.03,238.01
ORD-900156,2025-07-09 17:00:00,CUST-31504,SKU-2183,2,Google_Search,0.0,Fitness,439.28,1059.38,2118.76,1240.2
ORD-900157,2025-06-27 17:00:00,CUST-31374,SKU-2894,2,Email_Campaign,0.0,Fitness,335.7,645.08,1290.16,618.76
ORD-900158,2025-04-22 19:00:00,CUST-34511,SKU-2658,1,Google_Search,0.1,Home & Kitchen,324.73,557.26,501.53,176.8
ORD-900159,2025-12-31 21:00:00,CUST-31909,SKU-2696,1,Google_Search,0.0,Fashion,147.87,182.41,182.41,34.54
ORD-900160,2025-08-07 15:00:00,CUST-30915,SKU-2812,1,Google_Search,0.1,Electronics,66.71,103.04,92.74,26.03
ORD-900161,2025-07-31 05:00:00,CUST-33958,SKU-2996,1,Instagram_Ad,0.1,Beauty,459.07,1121.78,1009.6,550.53
ORD-900162,2025-06-16 09:00:00,CUST-30080,SKU-2649,2,Instagram_Ad,0.0,Home & Kitchen,251.73,534.01,1068.02,564.56
ORD-900163,2025-01-13 09:00:00,CUST-32083,SKU-2691,2,Direct_Referral,0.1,Electronics,215.59,399.56,719.21,288.03
ORD-900164,2025-04-23 00:00:00,CUST-32688,SKU-2286,1,Email_Campaign,0.0,Home & Kitchen,235.47,309.46,309.46,73.99
ORD-900165,2025-03-19 05:00:00,CUST-31690,SKU-2070,1,Google_Search,0.1,Fashion,387.26,613.88,552.49,165.23
ORD-900166,2025-08-27 08:00:00,CUST-30756,SKU-2241,1,Email_Campaign,0.0,Home & Kitchen,477.19,1054.39,1054.39,577.2
ORD-900167,2026-02-01 10:00:00,CUST-32670,SKU-2197,1,Affiliate,0.1,Home & Kitchen,449.07,1104.51,994.06,544.99
ORD-900168,2025-11-27 20:00:00,CUST-33751,SKU-2560,1,Google_Search,0.0,Beauty,353.52,586.65,586.65,233.13
ORD-900169,2025-02-24 08:00:00,CUST-33552,SKU-2422,1,Email_Campaign,0.1,Fitness,50.15,62.89,56.6,6.45
ORD-900170,2025-04-15 11:00:00,CUST-30467,SKU-2951,1,Affiliate,0.0,Home & Kitchen,334.19,496.87,496.87,162.68
ORD-900171,2025-11-15 17:00:00,CUST-31494,SKU-2775,1,Google_Search,0.1,Electronics,79.21,127.53,114.78,35.57
ORD-900172,2025-06-15 20:00:00,CUST-31019,SKU-2108,1,Affiliate,0.0,Electronics,118.26,248.92,248.92,130.66
ORD-900173,2025-08-20 17:00:00,CUST-30901,SKU-2435,1,Instagram_Ad,0.0,Beauty,351.98,436.09,436.09,84.11
ORD-900174,2025-02-11 18:00:00,CUST-30672,SKU-2699,1,Instagram_Ad,0.1,Home & Kitchen,243.16,465.5,418.95,175.79
ORD-900175,2025-07-12 21:00:00,CUST-30438,SKU-2297,1,Google_Search,0.0,Electronics,111.83,149.4,149.4,37.57
ORD-900176,2025-12-20 13:00:00,CUST-34222,SKU-2526,1,Google_Search,0.1,Home & Kitchen,210.34,330.3,297.27,86.93
ORD-900177,2025-01-24 03:00:00,CUST-32076,SKU-2627,1,Google_Search,0.0,Fashion,375.0,711.22,711.22,336.22
ORD-900178,2025-05-04 18:00:00,CUST-30444,SKU-2874,1,Google_Search,0.0,Fashion,17.57,37.82,37.82,20.25
ORD-900179,2025-08-29 22:00:00,CUST-30965,SKU-2642,1,Email_Campaign,0.1,Beauty,109.67,205.88,185.29,75.62
ORD-900180,2025-04-11 20:00:00,CUST-33790,SKU-2282,2,Google_Search,0.0,Home & Kitchen,190.91,367.99,735.98,354.16
ORD-900181,2026-02-07 08:00:00,CUST-30463,SKU-2928,1,Direct_Referral,0.1,Fitness,318.57,648.3,583.47,264.9
ORD-900182,2025-09-12 07:00:00,CUST-32198,SKU-2680,1,Email_Campaign,0.0,Home & Kitchen,409.45,675.56,675.56,266.11
ORD-900183,2026-03-10 10:00:00,CUST-32287,SKU-2476,1,Instagram_Ad,0.1,Electronics,41.53,93.45,84.1,42.57
ORD-900184,2025-06-17 09:00:00,CUST-33765,SKU-2278,1,Affiliate,0.1,Electronics,352.47,488.26,439.43,86.96
ORD-900185,2025-06-13 14:00:00,CUST-33176,SKU-2487,1,Instagram_Ad,0.1,Home & Kitchen,144.08,303.16,272.84,128.76
ORD-900186,2026-02-27 09:00:00,CUST-34008,SKU-2751,1,Google_Search,0.4,Fitness,470.22,695.81,417.49,-52.73
ORD-900187,2025-06-29 22:00:00,CUST-33504,SKU-2818,2,Affiliate,0.0,Beauty,32.11,64.61,129.22,65.0
ORD-900188,2026-02-26 18:00:00,CUST-30912,SKU-2499,1,Google_Search,0.0,Electronics,493.17,1145.31,1145.31,652.14
ORD-900189,2026-03-10 15:00:00,CUST-30496,SKU-2035,1,Google_Search,0.0,Home & Kitchen,405.16,852.93,852.93,447.77
ORD-900190,2025-01-05 22:00:00,CUST-31463,SKU-2034,4,Affiliate,0.1,Beauty,482.99,627.91,2260.48,328.52
ORD-900191,2025-04-12 22:00:00,CUST-34253,SKU-2294,1,Instagram_Ad,0.0,Beauty,67.89,152.13,152.13,84.24
ORD-900192,2026-01-11 12:00:00,CUST-34267,SKU-2685,2,Affiliate,0.1,Electronics,280.6,651.17,1172.11,610.91
ORD-900193,2025-06-09 06:00:00,CUST-30493,SKU-2505,1,Direct_Referral,0.2,Fitness,85.5,146.93,117.54,32.04
ORD-900194,2025-10-05 13:00:00,CUST-31426,SKU-2731,1,Instagram_Ad,0.1,Home & Kitchen,408.21,820.94,738.85,330.64
ORD-900195,2025-07-11 10:00:00,CUST-31692,SKU-2663,1,Email_Campaign,0.0,Fashion,122.43,226.01,226.01,103.58
ORD-900196,2025-02-25 05:00:00,CUST-31793,SKU-2655,2,Email_Campaign,0.0,Electronics,68.15,164.79,329.58,193.28
ORD-900197,2025-05-03 17:00:00,CUST-32723,SKU-2098,1,Direct_Referral,0.1,Electronics,17.58,38.91,35.02,17.44
ORD-900198,2025-12-22 03:00:00,CUST-30658,SKU-2065,1,Instagram_Ad,0.2,Fashion,273.63,590.73,472.58,198.95
